woarzoo	waarzo
achtermaid, koamermaid	achtermeid
hogemuur	achtermuur (v. boerderij)
achternoam	achternaam
foam, stam, tuddel, tuttel	achternaam
stam, foam, tuddel, tuttel	achternaam
tuddel, foam, stam, tuttel	achternaam
tuttel, foam, stam, tuddel	achternaam
tuddeln	achternaam
achternoa gaan	achternagaan
achterom	achterom
achteromstroatje	achteromstraatje
achterop	achterop
achtern, in t -	achterop
in t achtern	achterop
achterover	achterover
achterplaank, achterplaanke	achterplank
achterrad	achterrad
achterrad	achterrad
achterrad	achterrad
achterrik, achterhek	achterrek
achterschudder	achterschudder
achterstallege schulden	achterstallig
achterstalleg	achterstallig
achterborst (Hl.), achterkestail	achterste
achterborst, achterkestail, blode batterij, flottjebaarg, fotse, konde, kont, moars, moarze, poepgat	achterste
achterkestail, achterborst, blode batterij, flottjebaarg, fotse, konde, kont, moars, moarze, poepgat	achterste
batterij, blode -	achterste
blode batterij, achterborst, achterkestail, flottjebaarg, fotse, konde, kont, moars, moarze, poepgat	achterste
flottjebaarg, achterborst, achterkestail, blode batterij, fotse, konde, kont, moars, moarze, poepgat	achterste
konde, achterborst, achterkestail, blode batterij, flottjebaarg, fotse, kont, moars, moarze, poepgat	achterste
kont, achterborst, achterkestail, blode batterij, flottjebaarg, fotse, konde, moars, moarze, poepgat	achterste
moars, achterborst, achterkestail, blode batterij, flottjebaarg, fotse, konde, kont, moarze, poepgat	achterste
moarze, achterborst, achterkestail, blode batterij, flottjebaarg, fotse, konde, kont, moars, poepgat	achterste
poepgat, achterborst, achterkestail, blode batterij, flottjebaarg, fotse, konde, kont, moars, moarze	achterste
achterste pooten	achterste poten
fotse, achterborst, achterkestail, blode batterij, flod, flodde, flottjebaarg, gain ooggroot, konde, kont, moars, moarze, poepgat	achterste, niets, vrouw, goedige -
achtersteveur	achterstevoren
achteroet, achteruut	achteruit
achteroet	achteruit, laat (te -)
achteroetboerken, boerken	achteruitboeren
pijger goan, schietersgankje goan	achteruitgaan
schietersgankje goan, pijger goan	achteruitgaan
achteroetboerken	achteruitgaan
achteroetkraben	achteruitgaan (ondanks insp.)
achteroetleeren	achteruitleren
achteruutruggeln	achteruitruggelen
weeps, hait, wepeg	achteruitslaand, plotseling -, warmbloedig
wepeg, hait, weeps	achteruitslaand, plotseling -, warmbloedig
achteruutstoan, achteroetstoan	achteruitstaan
achtervörl, vörl	achterverrel
achterweegs, achterweeg, achterwegens	achterwege
achterwark, achterborst	achterwerk
achterrad	achterwiel
achterrad	achterwiel, rijksdaalder
achterwieken, binnenwiek	achterwijk
achteg	achtig
achtig	achtig
achten	achting
achtkant	achtkant
achtkant	achtkant
’t achtkaant	achtkant
achtkaant, achtkanteg	achtkantig
achtsman, aanbrengeldag	achtsman
achste	achtste
achtste, aachtste	achtste
achtste part	achtste part
achtien	achttien
achtentwintigsten	achtwintigste
achtsoam	achtzaam
aksie	actie
oadam en evoa	adam en eva
meneer-en-juffraauw-in-de-koetse (Old., Vk.), Oadam-en-Evoa	Adam en Eva
oadoam en evoa	Adam-en-Eva
adder	adder
edder	adder
adderkruud, adderkruid, snoekeblad	adderkruid
adderloof	adderloof
adderroet	adderruit
adderroet	adderruit
Oate, Ate, atte	Ade
oadel	adel
oarend, gansoarend	adelaar
oarend	adelaar
ame	adem
oam	adem
oam	adem
oam, oazem, poest	adem
oazem, oam, poest	adem
poest	adem
poest, oam, oazem	adem, ademstoot
achter oam, achter poest, overoameg	adem, buiten -
achter poest, achter oam, overoameg	adem, buiten -
overoameg, achter oam, achter poest	adem, buiten -
poest, achter -	adem, buiten -
oadem, eulie	adem, olie
oamen	ademen
sieken, stìnnen	ademen, diep -, zuchten
zike	ademhaling
oamophoalen, oam	ademophalen
oar, oader	ader
oader, naarf, oar	ader, nerf
loaden	aderlaten
lâten	aderlaten, nalaten
orke (Hl.)	adertje
oamen	adesnen
tjeu	adieu
admestraaiern, beadmestraaiern	administreren
beadmestraaiern, admestraaiern	administreren
admiroal	admiraal
Oadörp (in)	Adorp
Aauwerd, Auwerd (W.K.)	Aduard
Auwerd	Aduard
Auwerd (in)	Aduard
Auwerderziel (op)	Aduarderzijl
advertaaiern	adverteren
afkoat, affekoat, avvekoat	advocaat
avvekoat	advocaat (beroep)
tuutjebrij	advocaat (drank)
afkoatske, ske	advocaatse
afkoatenborrel	advocatenborrel
afkoat, avvekoat	advokaat
avvekoat, afkoat	advokaat
of	af
of, dussel	af
of	af
of, ofdraien	af
of, dussel	af
mik (Hl.), lest	af
òf	af
of en tou	af en toe
of en tou	af en toe
òf-	af-
òfeksaaiern, ofeksersaaiern	af-exerceren
doan, bestöt, oet, òflopen	af, afgelopen
bestöt, doan	af, verloren
ofakkedijern	afaccorderen
ofakkedijern	afaccorderen
ofarbaiden, ofrekken	afarbeiden
ofboaken	afbakenen
ofbakken	afbakken
ofbakken, ofrekken	afbakken
ofbeelden, ofbeel’n	afbeelden
òfbeeln	afbeelden
òfbetoalen	afbetalen, afbetaling
onderjoagen, vermoorn	afbeulen
moorden, z.	afbeulen, z.
verbeulen, z.	afbeulen, z.
vermoorden, z.	afbeulen, z.
wurgen, z.	afbeulen, z.
z. moorden, z. verbeulen, z. vermoorden, z. wurgen	afbeulen, z.
z. verbeulen, z. moorden, z. vermoorden, z. wurgen	afbeulen, z.
z. vermoorden, z. moorden, z. verbeulen, z. wurgen	afbeulen, z.
z. wurgen, z. moorden, z. verbeulen, z. vermoorden	afbeulen, z.
ofbladdern	afbladderen
ofbloadern	afbladeren
ofbloadern	afbladeren
ofblauen	afblauwen
ofblauen	afblauwen
afbloeien, tweiriepig	afbloeien
ofbluien	afbloeien
ofborsen, borsen	afborsen
ofbosseln	afborstelen
afbreuk	afbraak
ofbrek	afbraak
ofbroak	afbraak
opbrannen	afbranden
ofbraien, ofrekken	afbreien
òfbreken	afbreken
ofbrengen, afbrengen, ofredden	afbrengen
òfbringen	afbrengen
ofkevijern, ofkonvooien	afcaveren
ofdak	afdak
òfdekken, òfdekker	afdekken
òfdailen	afdeling
dingen, knittjen	afdingen
pottjen, prietjen	afdingen
prietjen, pottjen	afdingen
knittjen, dingen, knittje, snirtjen	afdingen, snittjen
ofdoun - toudoun	afdoen
ofdoun	afdoen, aflossen, schuld -
besteuten	afdoen, vlug -
wtdracht	afdoening, beëindiging
ofdokken	afdokken
ofdraien	afdraaien
ofdraien, ofrekken	afdraaien
ofdracht	afdracht
òfdroagen	afdragen
ofdreugen	afdrogen
ofdreugen	afdrogen
affeer	affaire
offailen	affeilen
òffrontaaiern	affronteren
ofgoan	afgaan
afgemaald	afgebeeld
ofbroeken	afgebruiken
ofgedraid, ofgenaid	afgedraaid
ofgedreidonderd, ofgenaid	afgedriedonderd
mèlk	afgekalfd
ofgeloazerd, ofgeloasterd	afgelazerd
òfgelegen	afgelegen
oet, doan, òflopen	afgelopen
òflopen, doan, oet	afgelopen
ofgeluizegd, ofgenaid	afgeluizigd
ofgemieterd, ofgenaid	afgemieterd
ofgenaid	afgenaaid
ofgerakkerd, ofgenaid	afgerakkerd
ofgeeren	afgeren
vloot	afgeroomd, ondiep
ofgeschaiden	afgescheiden
ofgeschaaiden	afgescheiden
ofgeschaaiden kermis	afgescheiden kermis
ofgeschaaiden regentje	afgescheiden regen
òfgeschaaiden	afgescheiden, gereformeerd
vredeg	afgeschut, vredig
ofgestamt, ofgestomt, afgestamt, ofgenaid	afgestampt
ofgetippeld	afgetippeld
òfgevoardegde	afgevaardigde
ofgeval, hutspot	afgeval
ofgeven, noorderstof	afgeven
ofgeven	afgeven
òfgeven	afgeven
uytlangen	afgeven, uitgeven
òfgeven	afgeven, veroorzaken
ofglieden, ofzakken	afglijden
ofgooien, ofsnieden	afgooien
ofgooien	afgooien
òfgooien	afgooien
ofgrabbeln, ofrekken	afgrabbelen
rastern, schutten	afgrenzen
schutten, rastern, swetten	afgrenzen, grenzen
ofgries	afgrijs
òfgriezelk	afgrijselijk
òfgries	afgrijzen
aangriezen	afgrijzen
ofgronden, ofrekken	afgronden
ofgrondijern	afgronderen
òfgunst, pikanteghaid	afgunst
pikanteghaid, òfgunst	afgunst
niedsk, nieds, beus, beuze, broaderg, grammiedeg, grammieterg, gramniedeg, gramnieterg, hait, iemeg, kwoad, maal, maalkopt, obsternoat, obstinoat, radneersd, roeg, verbraand, verniend, voel, waarkgiereg, waarkzuchteg	afgunstig, driftig, ijverig, kwaad
ofhoalen	afhalen
ófhoalen	afhalen
bonen punten, bonen streupen, bonen stroepen, bonen strupen, boontjedroaden, droaden	afhalen, bonen -
bonen streupen, bonen punten, bonen stroepen, bonen strupen, boontjedroaden, droaden	afhalen, bonen -
bonen stroepen, bonen punten, bonen streupen, bonen strupen, boontjedroaden, droaden	afhalen, bonen -
bonen strupen, bonen punten, bonen streupen, bonen stroepen, boontjedroaden, droaden	afhalen, bonen -
boontjedroaden, bonen punten, bonen streupen, bonen stroepen, bonen strupen, droaden	afhalen, bonen -
droaden, bonen punten, bonen streupen, bonen stroepen, bonen strupen, boontjedroaden	afhalen, bonen -
punten, bonen -	afhalen, bonen -, bonen afhalen
ofhandeg	afhandig
ofhandig	afhandig
tippen, kreupeln	afhangen (puntig -), mank gaan
ofhankelder	afhankelijk
òfhankelk	afhankelijk
ofhemmeln, hemmeln	afhemelen
ofhemmeln, hemmeln	afhemelen
ofhemmeln	afhemelen
ofheuren, ofrekken	afhoren
ofhauen, ofhouen	afhouwen
afijn, afein	afijn
afiekoumen	afikomen
ofjoagen	afjagen
òfjoagen	afjagen
ofkalven	afkalven
òfnieveln (vk. en ww.)	afkapen
mier, groul, òfkeer	afkeer
òfkeer, groul, mier	afkeer
z. griezeln, z. schudden	afkeer voelen
z. schudden, z. griezeln	afkeer voelen
groul, graauw, mier, òfkeer, riepel	afkeer, hekel
ofkennen	afkennen
verstìngen op	afkerig worden van
mies, bremsterg, bromsterg, does, duuster, glìn, glìnde, grèl, lèlk, maal, spans, vaals, voel, vrang	afkerig, boos
òfkeuren	afkeuren, afkeuring
misprizen	afkeuren, sterk -, berispen
òfkieken, òfzain	afkijken
òfzain, loof, òfkieken, troevel, vörrel	afkijken
ofklijden	afkleden
ofklounen, kloun	afkluwen
ofklounen	afkluwenen
gnaauwen	afknabbelen, knabbelen, knagen
begnauëlen	afknagen
ofknibbeln	afknibbelen
ofknooien	afknoeien
bekleumen	afkoelen
ofkomen	afkomen
òfkomst	afkomst
òfkundegen	afkondigen
ofkoft	afkopen
ofkorreln	afkorrelen
ofkriegen	afkrijgen
ofkregen	afkrijgen
ofkennen	afkunnen
ofkwelen	afkwellen
ofkwelen	afkwellen
oflangen, anlangen	aflangen
ofloaten, ofblauen	aflaten
ofloaten, ofblauen	aflaten
ofleggen	afleggen
ofleggen	afleggen
oflegger	aflegger
oflaider, dunderlaider	afleider
oflaider	afleider
oflijnen	aflenen
ofleeren, achteroetleeren	afleren
òflevern	afleveren
oflichten, ofrekken	aflichten
ofloonen	aflonen
ofloonen	aflonen
oflooien, looien	aflooien
ofloopen	aflopen
ofloopen, ofrekken	aflopen
ofloopen	aflopen
òfkaalven, òflopen	aflopen
òflopen, òfkaalven	aflopen
oflullen	aflullen
ofmoalen, ofdraien	afmalen
ofmissen, missen	afmesten
ofmissen	afmesten
pootjen, baintjewippen, knikkebaintjen, pootjeflippen, striekjebainen, voutjen	afmeten (met voeten), beentjelichten, lopen, voorzichtig -
voutjen, pootjen	afmeten (met voeten), gaan, voetje voor voetje -
treden, moaren	afmeten (v. land), paren (v. vogels), treden
moat	afmeting, maat
ofmuiten, muiten	afmeuten
ofmuiten	afmoeten
òfmonstern, oetmonstern	afmonsteren
ofnaien, ofbraien	afnaaien
ofnasken, ofnarsken, ofnarzen, ofnastjen, ofnastern, nasken	afnasjen
ofnasken	afnasjen
ofnasken, ofnasjen	afnasjen
ofnemen	afnemen
ofnemen	afnemen
soaien	afnemen in kracht
roebeln	afnemen, geld -
schâijen	afnemen, verflauwen
ofnieveln	afniefelen
opkrözzen, goan, gonnen, krösken	afnokken, opkrassen, gaan
oforten, aoforten	aforten
ofpakken	afpakken
òftjoenen, òftjoeren	afpakken
ofparten, parten	afparten
ofpegeln	afpegelen
ofpennen, ofrekken	afpennen
ofpennen, pendam	afpennen
ofplokken, ofplukken, ofrekken	afplukken
ofpoesten, poesten	afpoesten
ofpompen, ofrekken	afpompen
ofpotterlijern	afportretteren
ofpreeken, ofrekken	afpreken
ofpulen, pulen	afpuilen
ofpunten, puntjen	afpunten
ofpunten	afpunten
òfbroddeln	afraffelen
berabbeln, òfravveln, òfrovveln	afraffelen
òfravveln, berabbeln, òfrovveln	afraffelen
òfrovveln, berabbeln, òfravveln	afraffelen, afsnauwen
zich oframmeln	aframmelen
striepen	afranselen
ofredden, ofbrengen	afredden
ofrekken, rekken	afreiken
ofraisd, verraisd	afreizen
ofreken	afrekenen
òfreken	afrekenen, afrekening
ofrekken	afrekken
ofrepeln, repeln	afrepelen
ofrepen, ofreupen, ofrepeln	afrepen
ofriggeln, riggel	africhelen
ofriggeln	africhelen
belere, beleren	africhten, afgericht worden
ofrieden, leden, ofloopen	afrijden
ofrieden, ofloopen, ofrekken	afrijden
oafrikoanen, tudeltoanen	afrikaantje (plant)
tudeltoanen, oafrikoanen	afrikaantje (plant)
ofroffeln	afroffelen
òfrollen	afrollen
òfpriegeln, òfrözzen	afrossen
òfrözzen, òfpriegeln	afrossen
verpoltern	afrossen
ofdekken	afrossen, mishandelen
ofrunnen, ofrekken	afrunnen
ofsoabeln	afsabelen
òfschavver	afschaffer
ofschaiden	afscheiden
verscheiden	afscheiden, verdelen
ofschaiden	afscheiding
ofschammeraiern	afschemeren
òfkomfooien, òfkomvooien	afschepen
òfzolten, òfzoltjen	afschepen
ofscheuren, aofscheuren	afscheuren
òfscheuren, òfròppen	afscheuren
ofschijten	afschieten
ofschienen	afschijnen
ofschilfern	afschilferen
òfschillen	afschillen
ofschol	afschol
ofschoonen, lucht	afschonen
ofschrijven, ofschreeuwen	afschreeuwen
ofschrieven	afschrijven
ofschuun, ofschol, ofschunen	afschuin
ofschunen	afschuinen
vredegen	afschutten
vredeging, vreding	afschutting
aldervrezelkst, aleriezelkst, òfgruwelk	afschuwelijk
aleriezelkst, aldervrezelkst, òfgruwelk	afschuwelijk
òfgruwelk, aldervrezelkst, aleriezelkst	afschuwelijk
ofsloagen, sloagen	afslaan
ofsloagen	afslaan
ofsloagen, blind, muggen	afslaan, blind, muggen
ofslag, anslag	afslag
ofslag, ofsloagen, visbanken	afslag
ofsleepen, ofstrieken	afslepen
ofslieten	afslijten
òfslieten	afslijten
ofslikken, slikken	afslikken
ofsloddern	afslodderen
ofmartelen	afsloven, zich -
ofsmieten, ofsnieden	afsmijten
òfheuveln (Ww.), òfsnaauwen	afsnauwen
òfsnaauwen, òfheuveln	afsnauwen
ofsnieden	afsnijden
òfsnieden	afsnijden
ofsnuustern	afsnuisteren
ofspannen, ofrekken	afspannen
ofspellen	afspelden
ofspeulen, ofloopen	afspelen
òfspeulen	afspelen
ofspinnen	afspinnen
òfspreken	afspreken
òfproaten, verhakseln, verhakstokken, verhapstokken	afspreken
verhakseln, verhakstokken, verhapstokken, òfproaten	afspreken
ofspringen	afspringen
rugeln	afspringen, onhandig -
ofspaiten, ofspuiten	afspuiten
ofstoan, opstoan	afstaan
ofstoan, ofrekken	afstaan
vertijen	afstaan, vervreemden
aftreden	afstaan, verwerpen
uetspruetsel	afstammeling
òfstammen	afstammen
òfstand, verschait	afstand
verschait, òfstand	afstand
ofstappen, ofrekken	afstappen
ofstappen	afstappen
ofstappen	afstappen
òfstappen	afstappen
ofsteken, oetsteken	afsteken
ofsteken	afsteken
òfwalen	afsteken (v.e. wal)
ofsteker, steker	afsteker
ofsteker, steker	afsteker
òfnavveln (Ww.)	afstelen
ofstellen	afstellen
oetstubben, òfstubben, stobben	afstoffen
òfstubben, oetstubben, stobben	afstoffen
stobben, oetstubben, òfstubben	afstoffen
ofstraffen	afstraffen
òfstravven	afstraffen
ofstrieden, strieden	afstrijden
ofstrieken	afstrijken
òfstrieken	afstrijken
ofstroomen, ofrekken	afstromen
ofstrupen, strupen	afstropen
strupen	afstropen
stroepen	afstropen, afhalen
ofstrunen, strunen	afstruinen
ofstruver, afstruiver	afstruiver
afstruiver	afstruiver
afstruiver	afstruiver
ofstubben, stubben	afstubben
ofstuiten	afstuiten
ofstuiten	afstuiten
òfstoiten	afstuiten
oftoakeln, oftakken	aftakelen
oftoakeln	aftakelen
òftoakeln	aftakelen
oftakken	aftakken
oftakken, optakken	aftakken
oftiggeln	aftegelen
oftellen, ijnemijnemoe, toavelbretjerond	aftellen
ofteppen, teppen	afteppen
oftiggeln	aftichelen
ofgetippeld	aftippelen
oftokken, hugen, tokken	aftokken
oftokken	aftokken
oftreden	aftreden
òftreden	aftreden
oftrek	aftrek
oftrekken, scheuvel	aftrekken
òftrekken	aftrekken
òftrekken, haandkaarnen, voesieknakken	aftrekken, masturberen
oftroefeln	aftroefelen
oftroeveln	aftroffelen
òftoaken (Ww.), òftroggeln	aftroggelen
òftroggeln, òftoaken	aftroggelen
òftoeken, òftokken, òftroggeln	aftroggelen
òftroggeln, òftoeken, òftokken	aftroggelen
oftrouen	aftrouwen
ofvoamen, ofrekken, omvoamen	afvademen
knibbelschòt (Hl.), òfgevaal	afval
òfgevaal, knibbelschòt	afval
dust, dus, duust, haid, haide, korries, òfgeval, òfval, zammelgoud	afval
duust, dus, dust, haid, haide, korries, òfgeval, òfval, zammelgoud	afval
haide, haid, dus, dust, duust, korries, òfgeval, òfval, zammelgoud	afval
korries, dus, dust, duust, haid, haide, òfgeval, òfval, zammelgoud	afval
òfgeval, dus, dust, duust, haid, haide, korries, òfval, zammelgoud	afval
òfval, dus, dust, duust, haid, haide, korries, òfgeval, zammelgoud	afval
zammelgoud, dus, dust, duust, haid, haide, korries, òfgeval, òfval	afval, boomvruchten, resterende -
ofvallen, touvallen	afvallen
ofvallen, touvallen	afvallen
òfvalen, belutjen, kullen	afvallen, tegenvallen
ofvallertje, ofvallerke, touvaller	afvaller
òfvoaren	afvaren
ofvörreln	afverrelen
ofvurreln	afverrelen
ofvarven, ofblauen	afverven
ofvarven, ofblauen	afverven
klìnsbak, klìnzebak	afvoerbak
klìnzebak, klìnsbak	afvoerbak
ofvouern	afvoeren
ofvouern	afvoeren
ofvörken	afvorken
ofvörker, ofvörken	afvorker
ofvreten	afvreten
òfwaaien	afwaaien
aankieken	afwachten
ofwaalder	afwaller
ofwoatern	afwateren
òfwoatern, ofvouern	afwateren
raaien	afwatering
afwateringstogt, tocht	afwateringstocht
ofwegen	afwegen
ofwolven	afwelven
ofwennen	afwennen
òfmuiten, muiten	afweren
afwesent	afwezigheid
òfwiezen	afwijzen
kitsen	afwijzen, ketsen
òfwimpeln	afwimpelen
òfklounen	afwinden (v.e. kluwen)
ofwinnen	afwinnen
ofwinnen, winnen	afwinnen
’t nijjoar ofwinnen	afwinnen
ofzakken, ofsakken	afzakken
opzeggen	afzeggen
ofzeggen	afzeggen
ofzetsel	afzetsel
ofzetsel	afzetsel
ofzetten, ofstellen, verteien	afzetten
ofzetten	afzetten
òfzetten, bochtjelopen	afzetten
entsetten	afzetten, ontzetten
òfzetter, vilder	afzetter
vilder, òfzetter	afzetter, viller
ofzichten, zichten	afzichten
ofzijn, ofrekken	afzien
ofzeien, zei	afzijgen
ofziegen	afzijgen
ofziegen	afzijgen
ofzitten, ofrekken	afzitten
ofsoetern, soeterg	afzoedelen
ofzuiten	afzoeten
absörd, apaart	afzonderlijk
apaart, absörd, ampaart	afzonderlijk, apart
ofzoltjen, ofzolten	afzouten
ofzolten	afzouten
ofswoaien, ofrekken	afzwaaien
ofswemmen, ofrekken	afzwemmen
ofswetten, swetten	afzwetten
ofswieren, ofswoaien	afzwieren
agìnt	agent
argement, aggement	agrement
à, ah	ah
à	ah
àhà!	aha
plofpuut	airbag
Aise, Aiso, Eise, aisch	Aise
àjuus	ajuus
oakelk, misselk	akelig
oakelk, oakelke, mal, miselk	akelig
oakelk	akelig
oaker	aker
oaker	aker (emmer)
akkefietjederei, akkefietjes	akkefieterij
akkefietjes, hakkefietjes	akkefietje
akkefietje	akkefietje
akker	akker
akkern, akker	akkeren
akkerhuur, akker	akkerhuur
akkerland, akker	akkerland
akkermantje	akkermannetje
akkerslooden	akkersloot
akkerstudent	akkerstudent
akkerstudent	akkerstudent
akkoord van Putten!	akkoord
akkoordjen, akkedaaiern	akkoord, een - sluiten
akkoortjen	akkoorden
akkottjen	akkoorden
ekse, eksebiele	aks
heksebiel, heksebiele	aksbijl
akte	akte
iemeg, nieds, niedsk, radneersd, verbraand, voel, waarkgiereg, waarkzuchteg	aktief, ijverig, nijver
al	al
al	al
al	al
al - nog	al
al	al
al	al
als	al
al, bedel	al
al te voor, veulste	al
aal	al
al	al
òf, òfte	al
aal	al
al	al
al in ijn, al ien ain, al in ein	al in een
alwoar, al	al waar
aal, elkenain, elks	al, alles, ieder, iedereen
aal	al, het -
alan, al	alaan
allarm sloagen, kantoor	alarm slaan
albaster	albast
albastern, albaster	albasten
albegeer	albegeer
Albert, Aldert	Albert
Aalbert	Albert
Albtien, Albertien, Albertje	Albertien
albestel	albestel
aalbum	album
aalweg, aal aan	aldoor
alleer	aleer
alleer, aleer	aleer
allef	alef
allart	alert
allartenschevel, allart, schevel	alerte scheuvel
aleksanderneuten	alexandernoten
aalgebroa	algebra
algedureg	algedurig
aalgedureg	algedurig
allieke, lieke	algelijk
alliekegoud	algelijk goed
alliekeveul, allieke	algelijk veel
alliekeveul	algelijkveel
alliekewel, allieke	algelijkwel
algemijn	algemeen
aalgemain, algemain	algemeen
aalgemain, algemain	algemeen
aalgemain	algemeen
alhier!, allier!	alhier
allewel, aalhouwel	alhoewel
aalhouwel, allewel	alhoewel, hoewel
Ali	Ali
oalias	alias
oaliassen, oalias	aliassen
alliement	alignement
oalenk, oalîng, alîng, drong an	aling
arkeneerwortel, karmswortel	alkannawortel
arkeneerwortel	alkannawortel
oal rait!, fertieg!	all right
allà	alla
allaank, allaank al, laank al	allang
laank al, allaank, allaank al	allang
alle	alle
alsgeval	alle geval
albaid, albaide, al	allebei
aalbaaident	allebei
aalbaaident, aalbaaiden, baaiden, baaident	allebei
aaldoags	alledaags
