eerdappeldoggen	Aardappeldoggen
baargen	bergen
hude	bergplaats
schap	bergruimte
tieden	bericht
beriemen	berijmen
zeggen	berispen
barm	berm
beruden	beroeden
vernuimd	beroemd
beroupen	beroepen
broodjoager	beroepsjager
beruiern	beroeren
beraauw	berouw
beraauwen	berouwen
barve	berrie
beer	bes
beschoadegen	beschadigen
schareg	beschaduwd
beschoamen	beschamen
beschoapen	beschapen
beschaarmen	beschermen
beschaiten	beschieten
beschieten	beschijten
beschikboar	beschikbaar
bunen	beschoeiing
beschaauwen	beschouwen
beschrieven	beschrijven
twaibak	beschuit
beschuuttetrom	beschuittrom
beschuldegen	beschuldigen
benul	besef
sevveloos	beseffeloos
besijbelen	beseibelen
besjachern	besjacheren
krìntjebrij	besjesgort
besjaggeln	besjoemelen
besjausteren	besjollemen
besloagen	beslaan
beslabben	beslabberen
mengsel	beslag
beslagspot	beslagpot
beslizzen	beslissen
beslommern	beslommering
rezelvoatsie	besluit
besloeten	besluiten
spruten	besmetten
gleren	besmeuren
besmieten	besmijten
besnieden	besnijden
besniedenis	besnijdenis
besnuien	besnoeien
besnuten	besnuiten
besnoeven	besnuiven
besodemietern	besodemieteren
spotterig	bespat
bepoten	bespoten
bespoddelk	bespottelijk
beguetjen	bespotten
besproakt	bespraakt
bespruien	besproeien
bespijen	bespuwen
beien	bessen
bestoan	bestaan
bestaigern	besteigeren
bestelde	besteld
reupen	bestelen
bestelgoud	bestelgoed
loaten	bestellen
bestendeg	bestendig
besturven	besterven
besteg	bestig
bestöt	bestoot
besturven	bestorven
bestöt	bestoten
bestroaten	bestraten
bestrieken	bestrijken
bestreuden	bestrooien
bestudaaiern	bestuderen
betoegd	betakt
betoalen	betalen
betoamelk	betamelijk
betern	beteren
beterschop	beterschap
beteugeln	beteugelen
bekeukeln	betoveren
overovergrootvoader	betovergrootvader
betovermörgen	betovermorgen
troanderg	betraand
trapperen	betrappen
aanbelangen	betreffen
betraauwboar	betrouwbaar
betraauwen	betrouwen
betuun	betuin
oversnoever	betweter
betwieveln	betwijfelen
beudeltje	beudel
buikenboom	beuk
buiken	beuken
beune	beun
beunhoas	beunhaas
inbeuren	beuren
boekzaik	beurs
beurtschipperske	beurtschipperse
bozzeln	beuzelen
bevoaren	bevaren
bevaailegen	beveiligen
kestoor	bevervilt
bevienen	bevinden
bevisken	bevissen
bevouden	bevoeden
bevuilen	bevoelen
beveurdailen	bevoordelen
beveuroordaild	bevooroordeeld
beveurrechten	bevoorrechten
bevörderen	bevorderen
bevorderliek	bevorderlijk
bunsig	bevreesd
groot	bevriend
bevraizen	bevriezen
bevreien	bevrijen
uudje	bewaarplaatsje
bewoarschoul	bewaarschool
bewoaken	bewaken
opbewoaren	bewaren
bewegen	beweging
beweeren	beweren
bewaarkelk	bewerkelijk
bewiegelen	bewiegmen
beschiet	bewijs
bewijslik	bewijsbaar
bewiefken	bewijven
nabrengen	bewijzen
sevveloos	bewusteloos
bezzem	bezem
bezzembinder	bezembinder
bessemriet	bezemrijs
bessemstoal	bezemsteel
besestegd	bezestigd
bezetten	bezetting
bezichtegen	bezichtigen
ogenschaauw	bezien
bezeg	bezig
dingzegheden	bezigheden
bezinde	bezinnen
bullen	bezit
besoetern	bezoedelen
bezuik	bezoek
bezuiken	bezoeken
besol	bezol
besolletje	bezolletje
verzundegen	bezondigen
bezörgd	bezorgd
bezörgen	bezorgen
omtrekken	bezuinigen
beswoar	bezwaar
beswoard	bezwaard
bezwoarden	bezwaarden
beswoaren	bezwaren
swaiterg	bezweet
bezwieken	bezwijken
beswiemachteg	bezwijmachtig
beswiemen	bezwijmen
eeden	beëdigen
beaarven	beërven
bededag	biddag
beden	bidden
beder	bidder
bichten	biechten
biefstok	biefstuk
bielmantje	bieleman
biel	biels
baist	biest
bijstpot	biestpot
bait	biet
birzen	biezen
biezejoager	biezenjager
bie	bij
bieboan	bijbaan
biebel	bijbel
biebelkundeg	bijbelkundig
biebelletters	bijbelletter
biebellezen	bijbellezing
biebeloufen	bijbeloefening
biebrengen	bijbrengen
biederhand	bijdehand
biederhante	bijdehante
biedoun	bijdoen
biedraien	bijdraaien
komperietsie	bijeenkomst
iemker	bijenhouder
beijoar	bijenjaar
beikörf	bijenkorf
beistal	bijenstal
biegoan	bijgaan
biegeven	bijgeven
biegooien	bijgooien
beiken	bijken
beiker	bijker
bieloopsk	bijloops
bieloopen	bijlopen
bielslag	bijlslag
biemoaken	bijmaken
bienasten	bijnaasten
biepassen	bijpassen
biepoten	bijpoten
bieschikken	bijschikken
bieschuur	bijschuur
bieslep	bijslaap
biesporen	bijsporen
biespringen	bijspringen
biespul	bijspul
biestoan	bijstaan
biester	bijster
bit	bijt
bieten	bijten
bieter	bijter
bieterg	bijterig
bietieds	bijtijds
bieverdijnen	bijverdienen
bievougsel	bijvoegsel
touvouern	bijvoeren
bievubbeld	bijvoorbeeld
biewief	bijwijf
biezetten	bijzetten
biezijnd	bijziend
biezitter	bijzitter
sonderlick	bijzonder
bikberen	bikbes
kuierd	bikkelknikker
bikseln	bikken
bikseln	bikselen
bildern	bilderen
keu	biljartstok
bilwoagen	billenwagen
billek	billijk
billeken	billijken
bindern	binderen
bindgoaten	bindgat
bindgoatenletters	bindgatenletter
bimke	bink
drin	binnen
binnenbraif	binnenbrief
koadiek	binnendijk
bienendeur	binnendoor
binende	binneneinde
inhoalen	binnenhalen
binhoes	binnenhuis
binnenkoorseg	binnenkoortsig
eerstdoags	binnenkort
binnenlaand	binnenland
inwendeghaid	binnenste
binnentieds	binnentijds
binnenwiek	binnenwijk
bioskoop	bioscoop
meelkoekje	biscuit
pikant	bits
bittern	bitteren
bittervles	bitterfles
bittelkars	bitterkers
bitterrod	bitterrood
elfuurtje	bittertje
bievak	bivak
bladje	blaadje
bloaren	blaar
blas!	blaas
bloaskenat	blaasnat
blabbert	blabber
bloaren	blad
bladdern	bladderen
bladderg	bladderig
bladloes	bladluis
bladziede	bladzij
blavven	blaffen
bloaker	blaker
bloakern	blakeren
blaank	blank
blaauw	blauw
blauwgraslanden	blauwgrasland
bloukarper	blauwkarper
moanzoad	blauwmaanzaad
bloupeulen	blauwpeul
blouschild	blauwschild
blaauwsteerntje	blauwstern
blauvarver	blauwverver
poesten	blazen
blaike	bleek
blijkgoud	bleekgoed
blijkwoater	bleekwater
blaisterg	bleisterig
bleske	bles
blezuur	blessure
blibbert	blibber
bliekveerze	bliekvaars
wies	blij
bliedschop	blijdschap
belijven	blijven
blikkern	blikkeren
blaksem	bliksem
dunderket	bliksemafleider
blikkoster	blikskaters
bliksloager	blikslagers
blindallarm	blindalarm
blindouk	blinddoek
blindouken	blinddoeken
bloud	bloed
blouden	bloeden
bloudmoand	bloedmaand
bloudmizze	bloedmest
bloudspeien	bloedspuwing
bloudworst	bloedworst
bloudzoeger	bloedzuiger
bluibotter	bloeiboter
bluien	bloeien
bluiers	bloeier
bluihakken	bloeihak
bluiknop	bloeiknop
bloum	bloem
kruudhof	bloementuin
bluimeg	bloemig
bluiknop	bloemknop
bloumke	bloempje
bloumkegoud	bloempjesgoed
blösem	bloesem
blokken	blok
blokhoes	blokhuis
blokmoaker	blokmaker
bloktongen	bloktong
bloots	bloot
blootstoan	blootstaan
blös	blos
britse	blubber
bluisterg	bluisterig
bluzzen	blussen
bleren	blèren
bobberd	bobbekòp
bobbeln	bobbelen
bobbeltjesbloazen	bobbeltjesblazen
bobbeltjesbloazer	bobbeltjesblazer
verstandskastje	bochel
bocheln	bochelen
bochelg	bochelig
bochten	bocht
bochteg	bochtig
bochtkenijern	bochtknier
bodjes	bodje
bodschoed	bodschoot
boebà	boeba
boe	boede
boudel	boedel
bouk	boek
boukerei	boekerij
boekou	boekoe
boukstoaven	boekstaven
boukwaaiten-	boekweit-
boukwaitengört	boekweitegort
boukwaitenmeel	boekweitemeel
boukwaiten	boekweiten
kukeneten	boekweitengort
boukwaaitmoane	boekweitmaan
boukwaitmulder	boekweitmolenaar
boukwaaitzummertje	boekweitzomer
boulgoud	boelgoed
boulhuus	boelhuis
boezebelder	boeman
boemeln	boemelen
bounder	boender
bounnap	boennap
bounplank	boenplank
bounpost	boenpost
huusman	boer
kroppen	boeren
boerenarbaider	boerenarbeider
boerenbotter	boerenboter
boerenaier	boereneieren
boerenjonges	boerenjongens
boerenkavver	boerenkaffer
boerenkidde	boerenket
boerknecht	boerenknecht
mous	boerenkool
mouszoad	boerenkoolzaad
boerenlu	boerenlui
boerenmensen	boerenmens
boerenploats	boerenplaats
boerenwoafel	boerenwafel
boerenwoagen	boerenwagen
boerenwark	boerenwerk
boerenswijt	boerenzweet
boerlingen	boerling
boermensen	boermens
boerrichter	boerrechter
boerachteg	boers
boerwark	boerwerk
boeze	boes
boesapperd	boesapper
boesjeude	boesjood
buiten	boeten
boesjeude	boezapperd
bozzem	boezem
boezemkanalen	boezemkanaal
boazen	boezen
boezroen	boezeroen
bovven	boffen
bokken	bok
bokjen	bokjespringen
bokkeboai	bokkenbaai
bokkebladje	bokkenblaadje
bokkeloantje	bokkenlaan
bokkepoot	bokkenpoot
bokkeproek	bokkenpruik
bokkeproek	bokkepruik
bokkewoagen	bokkewagen
bukken	bokking
bukkenkeerl	bokkingventer
boksem	boks
boksenband	boksband
bokseln	bokselen
bokjespringen	bokspringen
boksemwams	bokswambuis
bolk!	bolk
bolvangen	bolkvangen
bolschop	bolschup
bolwarken	bolwerken
bommedaaiern	bombarderen
bommelwijge	bomberwieg
boomken	bomen
boomerei	bomerij
bomies	bomijs
bommeln	bommelen
Bonderpoale	bonderpaal
bondeg	bondig
rang	bonedraad
boonask	bonenas
boonenbroaden	bonenbraden
boonbrood	bonenbrood
boonland	bonenland
boonmeel	bonenmeel
boonepot	bonenpot
boontjenat	bonensoep
boonevat	bonenvat
boonstok	bonestaak
bezjoer	bonjour
bonken	bonk
bonkeerde	bonkaarde
bonkezuiker	bonkenzoeker
bonkerg	bonkerig
bonkies	bonkijs
bonkiesder	bonkijzer
bontgoud	bontgoed
bontzak	bontpak
bomzen	bonzen
bosschop	boodschap
bòsschoplopen	boodschaplopen
boomkroepertien	boomkruipertje
boomloopertje	boomlopertje
strompel	boomstronk
boonen	boon
boontjederei	boonderij
boonarten	boonerwt
boorachteg	boorachtig
boor	boord
booren	boorden
boornstevol	boordevol
boorlint	boordlint
lelk	boos
bordje	bord
beduren	borduren
börgleer	borgleer
borchtal	borgstelling
borreln	borrelen
klôkje	borreltje
borsie	borst
borstbonk	borstbeen
bozzel	borstel
bröstig	borstig
borstklontjes	borstklont
hemdrok	borstrok
wold	bos
boosder	boser
bossie	bosje
bosriek	bosrijk
boskerij	bosschage
bod	bot
botter	boter
botterdruppen	boterdrup
bottern	boteren
brugge	boterham
boterhamsbordje	boterhambord
botterheks	boterheks
botterklitse	boterklits
botterpekel	boterpekel
bottervat	botervat
botterflekken	botervlek
bodden	botten
bodpad	bottepad
bodder	botter
bolde	bout
boutkit	boutenkit
bou	bouw
bouboer	bouwboer
baauwen	bouwen
baauwmantje	bouwmannetje
baauwmeester	bouwmeester
baauwstain	bouwsteen
boustreek	bouwstreek
baauwte	bouwte
brekvallig	bouwvallig
bovendijn	bovendien
bovenhoes	bovenhuis
bovenlanden	bovenland
bovenste	bovenst
loophek	box
beuzebelder	bozebelder
broadpaan	braadpan
broaf	braaf
broake	braak
zummervaalg	braakland
brommels	braam
hofzinger	braamsluiper
brommelbos	braamstruik
bribbel	brabel
brabbelkouktje	brabelkoekje
broaden	braden
broadend	bradend
broaderg	braderig
breken	braken
brommels	bramen
bramstagloopers	bramstagloper
bramsel	bramzeil
brandbrijf	brandbrief
branderg	branderig
branwien	brandewijn
brandholtmoager	brandhoutmager
brandkast	brandkas
branekkel	brandnetel
brandspieker	brandspijker
brandkastengeld	brandverzekeringspremie
brandzindelk	brandzindelijk
brandzuneg	brandzuinig
broani	branie
broazem	brasem
braskörf	braskorf
broasken	brassen
braid	breed
bredte	breedte
braidvoudeg	breedvoerig
breekboar	breekbaar
brekvalleg	breekvallig
braiekkeltjes	brei-eikel
braidopkes	breidop
braiden	breien
brailap	breilap
broagems	brein
breipreim	breinaald
priem	breipen
braistop	breistop
braaien	breiwerk
braiwinkel	breiwinkel
brekvalleg	brekvallig
bremerflour	bremervloer
bremster	brems
hupzelen	bretels
britsen	bridge-spelen
braif	brief
braifkoart	briefkaart
brijflooper	briefloper
breek	briek
klipgat	brievenbus
briggedier	brigadier
breihapper	brijhapper
breikoeme	brijkom
brille	bril
brillesteern	brildrager
brilhoeske	brillenhuis
brijten	brit
britse	brits
brobbeln	brobbelen
brös	broche
moddern	broddelen
bröddellap	broddellap
lapperij	broddelwerk
brouden	broeden
bruierdainst	broederdienst
bruts	broeds
bruibak	broeibak
bruien	broeien
bruiig	broeiig
bruilokken	broeilok
boksem	broek
boksemboor	broekboord
brouken	broeken
boksemklap	broekklep
boksempiep	broekspijp
fietsknippers	broekveren
boksembuus	broekzak
breur	broer
bocher	broger
brokstok	brokstuk
plof	bromfiets
brommels	brommel
brommelknopies	brommelknop
brommerg	brommerig
norreg	brommig
bromkesloagen	bromslaan
hoeltop	bromtol
brommer	bromvlieg
bromswarm	bromzwerm
stoet	brood
broodbakkerske	broodbakkerse
broodjoager	broodjager
broodkouktjes	broodkoek
broodkoorn	broodkoren
dikmès	broodmes
aarmneudeg	broodnodig
broodsnieden	broodsnijden
broodwinnen	broodwinning
sprok	broos
brokkel	bros
breien	brouwen
brauhoes	brouwhuis
til	brug
bruisk	bruierg
bruukboar	bruikbaar
brulof	bruiloft
broene	bruin
bron	bruine
toanderg	bruinig
broentjes	bruintje
broes	bruis
broezen	bruizen
brullen	brul
brusseln	brusselen
brutoalighaid	brutaligheid
buvvel	buffel
buffeln	buffelen
buur	buidel
buierg	buierig
beuge	buig
boegen	buigen
linig	buigzaam
boek	buik
boekboor	buikboor
boukdailn	buikdeel
boekdellen	buikdenning
boeken	buiken
vlaaisboom	buikgezwel
liifseerte	buikpijn
smachtraim	buikriem
boeksloagen	buikslaan
boekspek	buikspek
boekspreken	buikspreken
boekzijk	buikziek
dûil	buil
buulcent	builcent
bulen	builen
buuls	buils
boisie	buis
buusdouk	buisdoek
boeskoolkoppen	buiskoolkop
boeskoolsoep	buiskoolsoep
boeskwantig	buiskwantig
beutel	buitel
buten	buiten
boetendes	buitendien
boetenduuns	buitenduins
boetengewoneghaid	buitengewonigheid
bovenmoaten	buitengewoon
uytlander	buitenlander
boetenlougsters	buitenlui
abuterom	buitenom
boetensporig	buitensporig
boetentou	buitentoe
wtwaerts	buitenwaards
boetenwark	buitenwerk
boezedrei!	buizedrie
roezeboezeg	buiïg
bokken	bukken
bol	bul
bolderachteg	bulderachtig
bölken	bulken
bolschip	bullenschip
bolstal	bullenstal
bollewoagen	bullenwagen
bols	buls
boltoom	bultoom
bultzaksgilden	bultzaksgilde
bendel	bundel
hektoare	bunder
bongel	bungel
bongeln	bungelen
bunsel	bunsing
bunselkniep	bunsingval
piont	buntgras
bunselg	bunzelig
bunzeg	bunzig
bunsel	bunzing
börg	burcht
börgmeester	burgemeester
börger	burger
börgerij	burgerij
borgelk	burgerlijk
börgermaiden	burgermeid
börgerpot	burgerpot
börgerrecht	burgerrecht
börgerschool	burgerschool
börgerschooljonges	burgerschooljongen
busgört	busgort
blikspeldje	button
boeren	buur
laandnoabers	buurboeren
noaber	buurman
noaberschop	buurt
noaberske	buurvrouw
mme!	bè
kesjoun	cacheron
kesjòt	cachot
kampanje	campagne
kampanjejoaren	campagnejaar
koanefas	canvas
kepoabel	capabel
kepòtje	capotje
kapsie	captie
krambal	carambole
kerbol	carbolzuur
kerlienkrallen	carolienkraal
kesoatie	cassatie
kerzoatsie	catechisatie
leerkoamer	catechisatiekamer
kavallerie	cavalerie
selluloit	celluloid
semìnt	cement
centen	cent
Centroal-Stoatsion	centraalstation
centzen	centse
galietse	chalitsa
galle	challe
schermant	charmant
gattes	chattes
sjefeur	chauffeur
gazzen	chazan
gazzer	chazzer
sjef	chef
gennet	chennet
sarries	chercher
sjiek	chic
sielie	chili
sokkeloa	chocolade
sukkeloaden-	chocolade-
poeiersukkeloa	chocolademelk
sokkeloakedel	chocolaketel
kristenslachter	christenslachter
kraai	cichorei
sokkeraiwoater	cichoreiwater
siever	cijfer
silinder	cilinder
sitadel	citadel
sitroun	citroen
sitrounbok	citroenbok
kejak	cognac
kloateroal	collateraal
keloatsie	collatie
keloater	collator
pong	collectezak
klekter	collector
kolleretje	collerette
combertoustel	combertoestel
komdijern	commanderen
komdeur	commandeur
kemizzie	commissie
kemissiekooper	commissiekoper
kompakt	compact
kompeer	compeer
kompelzant	complaisant
kompelment	compliment
komplötje	complotje
klongel	concubine
keduks	conduct
kondewieten	conduite
stuutsiekoor	constitutiekoord
konzul	consul
konzelìnt	consulent
konselijern	consuleren
kontantement	contentement
kontroarie	contrarie
kontrain	contrei
kontraainen	contreien
konterbuutsie	contributie
kontoezie	contusie
conventiekelen	conventikel
stuutsiekoorden	corduroy
dempeghaaid	cornage
krôsse	corpus
korrespondaaiern	corresponderen
geschrip	corruptie
kèset	corset
koepeuze	coupeuse
krimmenijern	crimineren
kultivoater	cultivator
kroaters	curator
kerijern	cureren
kurzes	cursus
kussies	custos
t	d
doags	daags
daien	daaien
deelbatsen	daalbatsen
doalder	daalder
doaldersgoaren	daaldersgaren
deelleggen	daalleggen
deelsmieten	daalsmijten
doaran	daaraan
doarantou	daaraantoe
doarbie	daarbij
zodounde	daardoor
doarhen	daarheen
doarom	daarom
doaromtou	daaromtoe
doaromtou	daaromtrent
doartou	daartoe
doarvan	daarvan
doarvandoan	daarvandaan
doarveur	daarvoor
doadel	dadel
degen	dadingen
meulentje	dagkoekoeksbloem
daghuur	dagloon
deimt	dagmaat
drumpelmaaidje	dagmeisje
laden	dagvaarden
dagvoaren	dagvaarding
dagwaark	dagwerk
dakroam	dakraam
doalig	dalig
penddam	dam
leerskes	dameslaarzen
damhaart	damhert
demperg	damperig
damvoader	damvaarder
as	dan
danke!	dank
dankboar	dankbaar
daankbetugen	dankbetuiging
danke!	danke
danslaidjes	dansliedjes
dôrm	dar
daarm	darm
meterbred	dashboard
datgenege	datgene
doatum	datum
daauw	dauw
daauwdrup	dauwdroppel
douen	dauwen
dauriep	dauwrijp
dautrappen	dauwtrappen
dautreden	dauwtreden
Daauwwurm	dauwworm
doavern	daveren
doavied	davit
den	de
dechte	decht
deege	deeg
dijl	deel
deelanveger	deelaanveger
deern	deerne
defteg	deftig
degenege	degene
degensman	degenman
dienen	deinen
dienen	deining
dekloaden	deklast
dekposten	dekpost
lid	deksel
jeneverberuirte	delirium
dellinge	delling
demokroat	demokraat
n	den
denk	denkbeeld
denk	denkelijk
denk’	denken
denappel	dennenappel
dartjert	derde
dardekalfskou	derdekalfskoe
deiderlai	dergelijk
darg	derrie
dattien	dertien
desgelieken	desgelijks
disodder	desorder
disperoat	desperaat
disterwijern	destrueren
deugdsoam	deugdzaam
döcht	deugen
onducht	deugniet
deugnijtse	deugniets
duks	deuk
dupen	deuken
deuren	deur
deugel	deuvel
dusse	deze
djoakenraive	diakenrijf
plat	dialect
loop	diarree
dibbeln	dibbelen
toubinden	dichtbinden
dichtgoatjespanne	dichtegaatjespan
touwazen	dichtgroeien
dichthuus	dichthuis
slempen	dichtmaken
toustòppen	dichtstoppen
dij	die
diedelomdaantjen	diedeldomdeeën
daif	dief
handgaauw	diefachtig
daifstal	diefstal
deigenege	diegene
teimen	diemen
dainder	diender
dainen	dienen
densten	dienst
dainstboar	dienstbaar
dainstveerdeg	dienstvaardig
dijnstvallig	dienstvallig
daip	diep
dijpswal	diepswal
diezeltraain	dieseltrein
dijterd	dieter
diggels	diggel
diggeln	diggelen
die	dij
deien	dijen
diek	dijk
dieker	dijker
riemkes	dijkjes
diekrichter	dijkrechter
dien	dijn
diezeln	dijzelen
diezeg	dijzig
dikke	dik
dikhazzens	dikharses
dikzak	dikkerd
dikkighaid	dikkigheid
dikkoppen	dikkop
dikschijter	dikschieter
dikschieterliere	dikschieterlier
dikstoalzuite	diksteelzoete
dil	dille
dinemiet	dinamiet
dings	dinges
dingstig	dingsig
dingsdag	dinsdag
keelzaikte	diphteritis
diplomoa	diploma
direkt	direct
dizzen	dis
dissipel	discipel
dispelzijr	displezier
dussel	dissel
dussel	disselboom
tjoekseln	disselen
dizzels	distel
putter	distelvink
distelaaiern	distilleren
ditte	dit
dividoatsie	divertatie
dôbbe	dobbe
dobbeln	dobbelen
dobbelaaiers	dobbelier
dobbern	dobberen
dobeln	dobblelen
decht	docht
dòkteres	doctores
dodderd	dodder
döddern	dodderen
dodderzoad	dodderzaad
dontig	doddig
doode	dode
doodelk	dodelijk
doodmansvingers	dodemansvingers
dodebier	dodenbier
dooders	doder
doddegat	dodgat
diedeldantjen	dodijnen
dödoor	dodoor
doedhoamel	doedhamel
douk	doek
doukjederij	doeken
doukje	doekje
doukspel	doekspeld
veurnemen	doel
doun	doen
dounde	doende
doenemansboudel	doenemansboel
doenemansproat	doenemanspraat
doenighaid	doenigheid
doetje	doet
doezendbainder	doezendpoot
dovvel	doffer
dogkaar	dogcart
dokken	dok
doktern	dokteren
dokterloon	doktersloon
domdriest	doldriest
stommegeern	dolgraag
dolkruud	dolkruid
dolen	dollen
dallef	dollet
slichthaid	domheid
domie	dominee
doomniesdochter	domineesdochter
doomnieskerel	domineeskerel
doomniesklontjes	domineesklontje
doomniestebak	domineestabak
doomnieszeun	domineeszoon
domsnoet	domkòp
domkracht	dommekracht
dommelachteg	dommelachtig
doameln	dommelen
dommert	dommerd
dompels	dompel
dompeldiek	dompeldijk
dompeldeurnat	dompeldoornat
dompeln	dompelen
domsnoete	domsnuit
dunder	donder
dunderdag	donderdag
dunderen	donderen
donderderei	donderij
donderjoagen	donderjagen
dunderkoppen	donderkop
dunderschoer	donderschoer
dunderslag	donderslag
donkern	donker
donkern	donkeren
donsteg	donstig
dooie	dood
dood	dood-
doodenkeld	doodenkel
doodgelukkeg	doodgelukkig
doodmoalen	doodgemalen
doodgoud	doodgoed
doodgroaver	doodgraver
doodonschuldeg	doodonschuldig
doodonverschilleg	doodonverschillig
doodploagen	doodplagen
doodsbanden	doodsband
doodschaauw	doodschouw
doodsloagen	doodslaan
doodsloaperg	doodslaperig
doodsonkösten	doodsonkosten
doodstekers	doodsteker
doodstarmwoar!	doodstervenwaar
doodstieden	doodstijding
doodschoonverlegen	doodverlegen
doodzailen	doodzeilen
doodzaik	doodziek
deu	dooi
deuen	dooien
geeldoor	dooier
deup	doop
deuplid	dooplid
deur	door
deurbieten	doorbijten
deurbroak	doorbraak
deurbranden	doorbranden
opmoaken	doorbrengen
slampamper	doorbrenger
deurdat	doordat
deurdinken	doordenken
deurdoun	doordoen
deurdraien	doordraaien
bamboezeur	doordraaier
deureten	dooreten
deurgoan	doorgaan
deurgoans	doorgaans
deurgang	doorgang
deurbroeken	doorgebruiken
deurleerd	doorgeleerd
deurwaid	doorgewaaid
deurgruien	doorgroeien
deurhoalderskop	doorhaalkop
deurhoalder	doorhaler
deurharken	doorharken
deurhousten	doorhoesten
deurjacht	doorjacht
deurjassen	doorjassen
deurklarren	doorkladden
deurkloaren	doorklaren
deurkniepen	doorknijpen
deurkriegen	doorkrijgen
touleren	doorleren
deurlopen	doorlopen
deurnaid	doornaaid
deurnat	doornat
stiekelheeg	doornheg
doornstiekel	doornstekel
deurpoeiern	doorpoeieren
deurriggeln	doorrichelen
deurrit	doorrit
deurruiern	doorroeren
deurroker	doorroker
deurscheuren	doorscheuren
deurschijten	doorschieten
deursloagen	doorslaan
deurslag	doorslag
deursnuustern	doorsneusteren
deurspieren	doorspieren
deurspringen	doorspringen
deursteken	doorsteken
uutschrammen	doorstrepen
deurstrieken	doorstrijken
deurtoeren	doortoeren
deurtoaweln	doortouwelen
deurtrapt	doortrapt
deurvlijger	doorvlieger
deurvouern	doorvoederen
deurvuren	doorvoeren
deurwossen	doorwassen
deurwegen	doorwegen
deuraarbaiden	doorwerken
deurzetten	doorzetten
vaastholder	doorzetter
deurzicht	doorzicht
deurzichteg	doorzichtig
seijen	doorzijgen
noasnuustern	doorzoeken
deurswikken	doorzwikken
deupen	dopen
doparten	doperwt
dòp-aarten	doperwten
dòpke	dopje
dort	dor
dôrms	dorms
dörp	dorp
lougster	dorpeling
lougslu	dorpsgenoten
